gender,city,work_type,company_size,position,level,experience,tech_stack,currency,raise_period,salary
Erkek,İstanbul,Hibrit (Ofis + Remote),101 - 249 Kişi,Back-end Developer,Middle,3 - 5 Yıl,.Net,₺ - Türk Lirası,1,60.000 - 60.999
Erkek,İzmir,Remote,250+,Full Stack Developer,Senior,7 - 10 Yıl,.Net;Vue;Angular,₺ - Türk Lirası,2,85.000 - 89.999
Erkek,İstanbul,Hibrit (Ofis + Remote),250+,Full Stack Developer,Senior,3 - 5 Yıl,Java;.Net;JavaScript | Html | Css;React,₺ - Türk Lirası,2,65.000 - 65.999
Kadın,Ankara,Hibrit (Ofis + Remote),11 - 20 Kişi,Embedded Software Developer,Junior,0 - 1 Yıl,C / C++,₺ - Türk Lirası,3,52.000 - 52.999
Erkek,Ankara,Remote,21 - 50 Kişi,Front-end Developer,Middle,1 - 3 Yıl,NodeJS;JavaScript | Html | Css;React,$ - Dolar,2,1.000 - 1.999
Erkek,İstanbul,Remote,250+,Product Owner,Senior,7 - 10 Yıl,Java;.Net;JavaScript | Html | Css,₺ - Türk Lirası,1,90.000 - 94.999
Erkek,İzmir,Hibrit (Ofis + Remote),250+,Embedded Software Developer,Senior,7 - 10 Yıl,.Net;Objective C;C / C++;C#,₺ - Türk Lirası,2,75.000 - 79.999
Kadın,İzmir,Hibrit (Ofis + Remote),51 - 100 Kişi,Full Stack Developer,Middle,1 - 3 Yıl,PL/SQL,₺ - Türk Lirası,2,33.000 - 33.999
Kadın,Ankara,Remote,250+,Back-end Developer,Senior,5 - 7 Yıl,NodeJS,₺ - Türk Lirası,3,70.000 - 70.999
Erkek,Ankara,Remote,250+,Front-end Developer,Senior,5 - 7 Yıl,NodeJS;JavaScript | Html | Css;React,₺ - Türk Lirası,2,72.000 - 72.999
Erkek,Ankara,Ofis,250+,Front-end Developer,Middle,5 - 7 Yıl,.Net;NodeJS;JavaScript | Html | Css;React;Angular;React Native,₺ - Türk Lirası,1,40.000 - 40.999
Erkek,Ankara,Remote,51 - 100 Kişi,Back-end Developer,Senior,5 - 7 Yıl,Java,₺ - Türk Lirası,2,80.000 - 84.999
Erkek,İstanbul,Hibrit (Ofis + Remote),250+,Software Architect,Senior,15 Yıl ve üzeri,C / C++,₺ - Türk Lirası,2,150.000 - 154.999
Erkek,Ankara,Remote,250+,Back-end Developer,Middle,3 - 5 Yıl,Java;.Net,₺ - Türk Lirası,2,100.000 - 104.999
Kadın,İstanbul,Hibrit (Ofis + Remote),11 - 20 Kişi,Project Manager,Middle,1 - 3 Yıl,JavaScript | Html | Css,₺ - Türk Lirası,1,39.000 - 39.999
Erkek,Gaziantep,Remote,250+,Back-end Developer,Junior,1 - 3 Yıl,Java,₺ - Türk Lirası,2,40.000 - 40.999
Erkek,İstanbul,Hibrit (Ofis + Remote),250+,Embedded Software Developer,Senior,12 - 14 Yıl,C / C++,₺ - Türk Lirası,4,100.000 - 104.999
Erkek,İstanbul,Remote,250+,Mobile Application Developer (Android),Senior,12 - 14 Yıl,Java;Kotlin,₺ - Türk Lirası,2,75.000 - 79.999
Erkek,İstanbul,Remote,101 - 249 Kişi,Mobile Application Developer (Android),Senior,7 - 10 Yıl,Java;Kotlin,₺ - Türk Lirası,2,115.000 - 119.999
Erkek,* Almanya,Hibrit (Ofis + Remote),101 - 249 Kişi,Back-end Developer,Senior,15 Yıl ve üzeri,C / C++,£ - Sterlin,4,200.000+
Erkek,İstanbul,Remote,250+,Back-end Developer,Senior,10 - 12 Yıl,Java,₺ - Türk Lirası,2,170.000 - 174.999
Erkek,İstanbul,Hibrit (Ofis + Remote),11 - 20 Kişi,Back-end Developer,Senior,10 - 12 Yıl,Java;Php;NodeJS;Kotlin,₺ - Türk Lirası,2,130.000 - 134.999
Erkek,Ankara,Hibrit (Ofis + Remote),250+,Embedded Software Developer,Senior,5 - 7 Yıl,Python;C / C++;,₺ - Türk Lirası,2,140.000 - 144.999
Erkek,İstanbul,Remote,51 - 100 Kişi,Full Stack Developer,Senior,10 - 12 Yıl,Php;JavaScript | Html | Css,₺ - Türk Lirası,2,75.000 - 79.999
Erkek,İstanbul,Hibrit (Ofis + Remote),250+,Full Stack Developer,Middle,3 - 5 Yıl,Java;.Net;Php,₺ - Türk Lirası,2,50.000 - 50.999
Erkek,İstanbul,Hibrit (Ofis + Remote),250+,Software Development Manager / Engineering Manager,Senior,15 Yıl ve üzeri,.Net;Python;React;Vue;Angular,₺ - Türk Lirası,2,135.000 - 139.999
Erkek,Ankara,Remote,11 - 20 Kişi,Team / Tech Lead,Senior,15 Yıl ve üzeri,Java;NodeJS;Python,€ - Euro,1,10.000 - 10.999
Erkek,İzmir,Remote,250+,Full Stack Developer,Senior,7 - 10 Yıl,.Net;NodeJS;React;Angular,₺ - Türk Lirası,2,95.000 - 99.999
Kadın,İstanbul,Hibrit (Ofis + Remote),11 - 20 Kişi,Back-end Developer,Middle,0 - 1 Yıl,Python,₺ - Türk Lirası,2,54.000 - 54.999
Kadın,İstanbul,Şu an remote ama hibrite döneceğiz.,250+,Mobile Application Developer (iOS),Senior,10 - 12 Yıl,Swift,₺ - Türk Lirası,1,145.000 - 149.999
Erkek,Ankara,Hibrit (Ofis + Remote),11 - 20 Kişi,Game Developer,Middle,3 - 5 Yıl,Unity,₺ - Türk Lirası,1,58.000 - 58.999
Erkek,Edirne,Remote,250+,Front-end Developer,Middle,3 - 5 Yıl,React,₺ - Türk Lirası,2,70.000 - 70.999
Kadın,İzmir,Remote,250+,Product Owner,Middle,3 - 5 Yıl,Product ownerım kullanmıyorum,₺ - Türk Lirası,1,64.000 - 64.999
Erkek,İstanbul,Ofis,6 - 10 Kişi,Back-end Developer,Senior,7 - 10 Yıl,Php,₺ - Türk Lirası,1,100.000 - 104.999
Erkek,İstanbul,Ofis,250+,CTO,Senior,15 Yıl ve üzeri,.Net;Php;NodeJS;Python;React;Vue;React Native,₺ - Türk Lirası,2,58.000 - 58.999
Erkek,İstanbul,Ofis,21 - 50 Kişi,CTO,Senior,10 - 12 Yıl,.Net,₺ - Türk Lirası,1,105.000 - 109.999
Erkek,İstanbul,Hibrit (Ofis + Remote),101 - 249 Kişi,Back-end Developer,Middle,1 - 3 Yıl,.Net,₺ - Türk Lirası,4,48.000 - 48.999
Erkek,İstanbul,Hibrit (Ofis + Remote),250+,QA / Automation,Middle,3 - 5 Yıl,Java,₺ - Türk Lirası,2,68.000 - 68.999
Erkek,Ankara,Hibrit (Ofis + Remote),101 - 249 Kişi,Software Architect,Junior,0 - 1 Yıl,.Net;NodeJS;Python;Kotlin;Swift;JavaScript | Html | Css;React,₺ - Türk Lirası,1,44.000 - 44.999
Erkek,Bursa,Remote,250+,Back-end Developer,Middle,5 - 7 Yıl,.Net,₺ - Türk Lirası,2,60.000 - 60.999
Erkek,İzmir,Hibrit (Ofis + Remote),250+,Back-end Developer,Middle,1 - 3 Yıl,Java;.Net,₺ - Türk Lirası,2,44.000 - 44.999
Erkek,İstanbul,Hibrit (Ofis + Remote),11 - 20 Kişi,Product Owner,Senior,7 - 10 Yıl,C / C++;Unreal,₺ - Türk Lirası,1,85.000 - 89.999
Erkek,Çanakkale,Remote,51 - 100 Kişi,Front-end Developer,Senior,5 - 7 Yıl,NodeJS;JavaScript | Html | Css;React,₺ - Türk Lirası,2,115.000 - 119.999
Erkek,* İrlanda,Hibrit (Ofis + Remote),250+,Back-end Developer,Senior,7 - 10 Yıl,Java,€ - Euro,1,4.000 - 4.999
Kadın,Ankara,Hibrit (Ofis + Remote),51 - 100 Kişi,Project Manager,Middle,3 - 5 Yıl,"Jira, MS project ",₺ - Türk Lirası,2,80.000 - 84.999
Erkek,İstanbul,Remote,250+,Back-end Developer,Senior,5 - 7 Yıl,Java,₺ - Türk Lirası,2,85.000 - 89.999
Erkek,İzmir,Remote,250+,Front-end Developer,Senior,7 - 10 Yıl,JavaScript | Html | Css;React;Vue;Angular;React Native,₺ - Türk Lirası,3,70.000 - 70.999
Erkek,* Hollanda,Hibrit (Ofis + Remote),250+,Back-end Developer,Middle,5 - 7 Yıl,Go;Python,€ - Euro,1,5.000 - 5.999
Erkek,İstanbul,Remote,101 - 249 Kişi,Back-end Developer,Senior,10 - 12 Yıl,.Net;NodeJS;JavaScript | Html | Css;Angular,₺ - Türk Lirası,2,42.000 - 42.999
Erkek,İstanbul,Remote,101 - 249 Kişi,Front-end Developer,Senior,10 - 12 Yıl,Angular,$ - Dolar,1,6.000 - 6.999
Erkek,İstanbul,Ofis,51 - 100 Kişi,Game Developer,Middle,3 - 5 Yıl,Java;Php,₺ - Türk Lirası,1,50.000 - 50.999
Erkek,Ankara,Remote,250+,Team / Tech Lead,Senior,7 - 10 Yıl,.Net,₺ - Türk Lirası,2,80.000 - 84.999
Erkek,İstanbul,Remote,51 - 100 Kişi,Back-end Developer,Senior,12 - 14 Yıl,Php,₺ - Türk Lirası,2,75.000 - 79.999
Erkek,İstanbul,Hibrit (Ofis + Remote),250+,Software Development Manager / Engineering Manager,Senior,12 - 14 Yıl,.Net,₺ - Türk Lirası,4,160.000 - 164.999
Kadın,Ankara,Hibrit (Ofis + Remote),250+,Full Stack Developer,Senior,7 - 10 Yıl,Java;JavaScript | Html | Css;Angular,₺ - Türk Lirası,2,54.000 - 54.999
Erkek,Ankara,Remote,1 - 5 Kişi,Back-end Developer,Junior,1 - 3 Yıl,Python,₺ - Türk Lirası,1,29.000 - 29.999
Erkek,Ankara,Şu an remote ama hibrite döneceğiz.,250+,Back-end Developer,Senior,5 - 7 Yıl,.Net,₺ - Türk Lirası,2,75.000 - 79.999
Kadın,Eskişehir,Remote,51 - 100 Kişi,QA / Manuel Test,Middle,1 - 3 Yıl,Jira,₺ - Türk Lirası,2,32.000 - 32.999
Erkek,İstanbul,Hibrit (Ofis + Remote),250+,Back-end Developer,Junior,1 - 3 Yıl,Java,₺ - Türk Lirası,2,36.000 - 36.999
Erkek,İstanbul,Hibrit (Ofis + Remote),6 - 10 Kişi,Team / Tech Lead,Senior,10 - 12 Yıl,Java;.Net,₺ - Türk Lirası,1,65.000 - 65.999
Erkek,Kocaeli,Remote,250+,QA / Manuel Test,Middle,1 - 3 Yıl,Postman,₺ - Türk Lirası,2,33.000 - 33.999
Erkek,İstanbul,Remote,51 - 100 Kişi,Front-end Developer,Senior,7 - 10 Yıl,JavaScript | Html | Css;React,₺ - Türk Lirası,1,39.000 - 39.999
Erkek,Ankara,Remote,1 - 5 Kişi,Full Stack Developer,Senior,5 - 7 Yıl,.Net;JavaScript | Html | Css,$ - Dolar,1,3.000 - 3.999
Erkek,Ankara,Hibrit (Ofis + Remote),1 - 5 Kişi,Mobile Application Developer (iOS),Junior,1 - 3 Yıl,Swift;Objective C,₺ - Türk Lirası,2,41.000 - 41.999
Erkek,İstanbul,Hibrit (Ofis + Remote),250+,Team / Tech Lead,Senior,12 - 14 Yıl,.Net;NodeJS;JavaScript | Html | Css;Angular,₺ - Türk Lirası,2,100.000 - 104.999
Erkek,İstanbul,Hibrit (Ofis + Remote),250+,Front-end Developer,Senior,7 - 10 Yıl,NodeJS;JavaScript | Html | Css;React;Vue;Angular,₺ - Türk Lirası,1,120.000 - 124.999
Erkek,Kocaeli,Hibrit (Ofis + Remote),250+,DevOps Engineer,Middle,5 - 7 Yıl,"Vmware , Nagios",₺ - Türk Lirası,2,69.000 - 69.999
Erkek,İstanbul,Ofis,250+,Full Stack Developer,Middle,3 - 5 Yıl,.Net,₺ - Türk Lirası,1,51.000 - 51.999
Kadın,Muğla,Remote,1 - 5 Kişi,Mobile Application Developer (Full Stack),Middle,1 - 3 Yıl,Flutter,₺ - Türk Lirası,2,35.000 - 35.999
Erkek,Ankara,Remote,250+,Full Stack Developer,Senior,7 - 10 Yıl,NodeJS;React;Angular;React Native,₺ - Türk Lirası,4,75.000 - 79.999
Kadın,İzmir,Ofis,21 - 50 Kişi,Team / Tech Lead,Middle,3 - 5 Yıl,C / C++,₺ - Türk Lirası,2,85.000 - 89.999
Erkek,Eskişehir,Ofis,6 - 10 Kişi,Front-end Developer,Junior,1 - 3 Yıl,JavaScript | Html | Css;React,₺ - Türk Lirası,1,20.000 - 20.999
Erkek,Ankara,Remote,21 - 50 Kişi,Full Stack Developer,Junior,1 - 3 Yıl,".Net;JavaScript | Html | Css;Angular;Vbnet, angularjs",₺ - Türk Lirası,1,30.000 - 30.999
Erkek,Ankara,Hibrit (Ofis + Remote),11 - 20 Kişi,Back-end Developer,Junior,1 - 3 Yıl,Python;JavaScript | Html | Css;React,$ - Dolar,1,2.000 - 2.999
Erkek,İstanbul,Ofis,1 - 5 Kişi,Back-end Developer,Junior,0 - 1 Yıl,Java,₺ - Türk Lirası,1,17.000 - 17.999
Erkek,Kocaeli,Hibrit (Ofis + Remote),21 - 50 Kişi,Back-end Developer,Middle,3 - 5 Yıl,.Net,₺ - Türk Lirası,2,64.000 - 64.999
Erkek,Ankara,Remote,6 - 10 Kişi,Front-end Developer,Junior,1 - 3 Yıl,Vue,₺ - Türk Lirası,2,33.000 - 33.999
Erkek,Trabzon,Ofis,6 - 10 Kişi,Back-end Developer,Senior,12 - 14 Yıl,Java;.Net;C / C++;React;Vue,₺ - Türk Lirası,1,17.000 - 17.999
Erkek,* Hollanda,Hibrit (Ofis + Remote),250+,Mobile Application Developer (iOS),Middle,10 - 12 Yıl,Swift,€ - Euro,1,3.000 - 3.999
Erkek,İstanbul,Remote,250+,Back-end Developer,Middle,1 - 3 Yıl,Java,₺ - Türk Lirası,2,46.000 - 46.999
Kadın,İstanbul,Remote,51 - 100 Kişi,Cyber Security,Junior,1 - 3 Yıl,Java;Python;JavaScript | Html | Css,₺ - Türk Lirası,1,30.000 - 30.999
Erkek,İzmir,Remote,250+,Front-end Developer,Senior,5 - 7 Yıl,.Net;JavaScript | Html | Css;React;React Native,₺ - Türk Lirası,2,90.000 - 94.999
Kadın,İstanbul,Remote,250+,Mobile Application Developer (Android),Middle,1 - 3 Yıl,Kotlin,₺ - Türk Lirası,2,61.000 - 61.999
Erkek,Bursa,Ofis,21 - 50 Kişi,Game Developer,Middle,1 - 3 Yıl,Unity;C#,₺ - Türk Lirası,2,37.000 - 37.999
Erkek,İstanbul,Ofis,51 - 100 Kişi,Front-end Developer,Middle,1 - 3 Yıl,NodeJS;JavaScript | Html | Css;React,₺ - Türk Lirası,1,39.000 - 39.999
Erkek,İstanbul,Remote,250+,Back-end Developer,Middle,1 - 3 Yıl,.Net,₺ - Türk Lirası,2,50.000 - 50.999
Erkek,İstanbul,Remote,21 - 50 Kişi,Front-end Developer,Middle,3 - 5 Yıl,NodeJS;JavaScript | Html | Css;React,₺ - Türk Lirası,1,30.000 - 30.999
Erkek,Aydın,Remote,51 - 100 Kişi,Back-end Developer,Senior,3 - 5 Yıl,.Net;NodeJS;Go;Vue,₺ - Türk Lirası,2,73.000 - 73.999
Erkek,İstanbul,Remote,250+,Data Scientist,Senior,7 - 10 Yıl,Python,₺ - Türk Lirası,2,80.000 - 84.999
Erkek,Antalya,Remote,250+,Back-end Developer,Senior,7 - 10 Yıl,NodeJS;Go,€ - Euro,1,5.000 - 5.999
Erkek,Ankara,Hibrit (Ofis + Remote),21 - 50 Kişi,CTO,Senior,15 Yıl ve üzeri,Java;.Net;Angular;React Native,₺ - Türk Lirası,2,125.000 - 129.999
Erkek,İstanbul,Remote,11 - 20 Kişi,Mobile Application Developer (Full Stack),Middle,1 - 3 Yıl,Flutter,₺ - Türk Lirası,2,45.000 - 45.999
Erkek,İstanbul,Remote,21 - 50 Kişi,Full Stack Developer,Senior,5 - 7 Yıl,.Net;Angular;Flutter,₺ - Türk Lirası,2,60.000 - 60.999
Erkek,İstanbul,Remote,250+,Back-end Developer,Senior,7 - 10 Yıl,.Net,₺ - Türk Lirası,2,75.000 - 79.999
Erkek,Sivas,Remote,11 - 20 Kişi,Back-end Developer,Middle,1 - 3 Yıl,.Net,₺ - Türk Lirası,1,32.000 - 32.999
Kadın,Eskişehir,Remote,11 - 20 Kişi,Back-end Developer,Middle,3 - 5 Yıl,Java,$ - Dolar,2,1.000 - 1.999
Erkek,Ankara,Hibrit (Ofis + Remote),250+,Mobile Application Developer (Android),Middle,1 - 3 Yıl,Kotlin,₺ - Türk Lirası,1,45.000 - 45.999
Erkek,İstanbul,Remote,101 - 249 Kişi,Front-end Developer,Senior,15 Yıl ve üzeri,JavaScript | Html | Css;React,₺ - Türk Lirası,1,80.000 - 84.999
Erkek,Ankara,Hibrit (Ofis + Remote),250+,Mobile Application Developer (Full Stack),Middle,1 - 3 Yıl,React Native,₺ - Türk Lirası,2,36.000 - 36.999
Erkek,İstanbul,Remote,250+,Back-end Developer,Senior,5 - 7 Yıl,.Net,₺ - Türk Lirası,1,80.000 - 84.999
Erkek,İstanbul,Remote,11 - 20 Kişi,Back-end Developer,Senior,5 - 7 Yıl,Java,₺ - Türk Lirası,2,65.000 - 65.999
Erkek,İstanbul,Hibrit (Ofis + Remote),21 - 50 Kişi,Full Stack Developer,Middle,3 - 5 Yıl,Java;Vue,₺ - Türk Lirası,2,49.000 - 49.999
Erkek,Ankara,Hibrit (Ofis + Remote),21 - 50 Kişi,Mobile Application Developer (Android),Senior,7 - 10 Yıl,Java;Kotlin;JavaScript | Html | Css;Angular,₺ - Türk Lirası,1,75.000 - 79.999
Erkek,* Almanya,Remote,11 - 20 Kişi,Back-end Developer,Senior,5 - 7 Yıl,Go,$ - Dolar,1,3.000 - 3.999
Erkek,Bursa,Remote,250+,Mobile Application Developer (Android),Senior,7 - 10 Yıl,Java;Kotlin,₺ - Türk Lirası,2,110.000 - 114.999
Erkek,İstanbul,Remote,250+,Back-end Developer,Senior,10 - 12 Yıl,.Net,₺ - Türk Lirası,2,110.000 - 114.999
Erkek,İstanbul,Remote,51 - 100 Kişi,Team / Tech Lead,Senior,3 - 5 Yıl,Java,₺ - Türk Lirası,2,95.000 - 99.999
Erkek,İstanbul,Remote,1 - 5 Kişi,Front-end Developer,Senior,5 - 7 Yıl,NodeJS;JavaScript | Html | Css;Angular,€ - Euro,1,1.000 - 1.999
Erkek,* Hollanda,Hibrit (Ofis + Remote),250+,Software Architect,Senior,7 - 10 Yıl,Java;NodeJS;Python;C / C++,€ - Euro,1,4.000 - 4.999
Erkek,İstanbul,Hibrit (Ofis + Remote),250+,Back-end Developer,Senior,12 - 14 Yıl,.Net,₺ - Türk Lirası,2,125.000 - 129.999
Erkek,İstanbul,Remote,6 - 10 Kişi,Mobile Application Developer (Full Stack),Middle,3 - 5 Yıl,React Native,₺ - Türk Lirası,1,50.000 - 50.999
Erkek,Mersin,Remote,250+,Back-end Developer,Middle,3 - 5 Yıl,.Net,₺ - Türk Lirası,1,40.000 - 40.999
Erkek,Bursa,Hibrit (Ofis + Remote),250+,Team / Tech Lead,Senior,15 Yıl ve üzeri,.Net;JavaScript | Html | Css;Vue,₺ - Türk Lirası,1,70.000 - 70.999
Erkek,İstanbul,Hibrit (Ofis + Remote),11 - 20 Kişi,Back-end Developer,Middle,1 - 3 Yıl,.Net,₺ - Türk Lirası,2,55.000 - 55.999
Erkek,İstanbul,Remote,250+,Full Stack Developer,Middle,3 - 5 Yıl,Java,₺ - Türk Lirası,1,60.000 - 60.999
Erkek,Ankara,Remote,51 - 100 Kişi,Mobile Application Developer (Android),Senior,7 - 10 Yıl,Java;Kotlin,$ - Dolar,1,4.000 - 4.999
Kadın,İstanbul,Hibrit (Ofis + Remote),250+,QA / Automation,Middle,1 - 3 Yıl,".Net;Uipath, Sql, Postman ",₺ - Türk Lirası,1,39.000 - 39.999
Erkek,İstanbul,Remote,11 - 20 Kişi,Mobile Application Developer (iOS),Junior,1 - 3 Yıl,Swift;Objective C,₺ - Türk Lirası,2,36.000 - 36.999
Erkek,Bursa,Remote,250+,Data Analyst,Middle,1 - 3 Yıl,SQL,₺ - Türk Lirası,1,34.000 - 34.999
Erkek,İstanbul,Hibrit (Ofis + Remote),250+,Back-end Developer,Middle,3 - 5 Yıl,Java;Angular,₺ - Türk Lirası,2,66.000 - 66.999
Erkek,Kocaeli,Ofis,250+,Front-end Developer,Junior,0 - 1 Yıl,Java;Php;Python,₺ - Türk Lirası,2,27.000 - 27.999
Erkek,İzmir,Remote,250+,Mobile Application Developer (Android),Senior,3 - 5 Yıl,Swift,$ - Dolar,1,2.000 - 2.999
Erkek,İzmir,Remote,250+,Software Development Manager / Engineering Manager,Senior,12 - 14 Yıl,Java;Kotlin;Swift,₺ - Türk Lirası,2,195.000 - 199.999
Erkek,İstanbul,Hibrit (Ofis + Remote),250+,Back-end Developer,Junior,1 - 3 Yıl,.Net;JavaScript | Html | Css;Angular,₺ - Türk Lirası,2,44.000 - 44.999
Erkek,Mersin,Remote,250+,Data Analyst,Junior,1 - 3 Yıl,Sap Analytics Cloud,₺ - Türk Lirası,1,22.000 - 22.999
Erkek,İzmir,Remote,6 - 10 Kişi,Back-end Developer,Junior,0 - 1 Yıl,Java,€ - Euro,1,1.000 - 1.999
Erkek,Aydın,Remote,51 - 100 Kişi,Back-end Developer,Middle,3 - 5 Yıl,Php;Vue,€ - Euro,1,1.000 - 1.999
Kadın,İstanbul,Hibrit (Ofis + Remote),250+,QA / Manuel Test,Middle,1 - 3 Yıl,"SSMS, API Test",₺ - Türk Lirası,2,40.000 - 40.999
Erkek,İstanbul,Hibrit (Ofis + Remote),101 - 249 Kişi,Back-end Developer,Senior,5 - 7 Yıl,Python,₺ - Türk Lirası,2,80.000 - 84.999
Erkek,İstanbul,Remote,250+,Business Analyst,Middle,1 - 3 Yıl,sql,₺ - Türk Lirası,2,52.000 - 52.999
Erkek,Bursa,Remote,21 - 50 Kişi,Front-end Developer,Senior,3 - 5 Yıl,JavaScript | Html | Css;React,₺ - Türk Lirası,2,85.000 - 89.999
Erkek,İstanbul,Remote,6 - 10 Kişi,Full Stack Developer,Junior,0 - 1 Yıl,Php;JavaScript | Html | Css,$ - Dolar,1,1.000 - 1.999
Erkek,Ankara,Remote,11 - 20 Kişi,Back-end Developer,Junior,0 - 1 Yıl,Java,₺ - Türk Lirası,1,17.000 - 17.999
Erkek,Sivas,Remote,250+,Mobile Application Developer (Android),Middle,3 - 5 Yıl,Java;Kotlin,₺ - Türk Lirası,2,52.000 - 52.999
Erkek,Trabzon,Remote,21 - 50 Kişi,Full Stack Developer,Senior,12 - 14 Yıl,Php;Go;Python;Ruby;JavaScript | Html | Css;React;Vue;Flutter,₺ - Türk Lirası,1,62.000 - 62.999
Erkek,Ankara,Ofis,250+,Team / Tech Lead,Senior,7 - 10 Yıl,C / C++,₺ - Türk Lirası,2,90.000 - 94.999
Kadın,İstanbul,Remote,250+,QA / Automation,Senior,7 - 10 Yıl,Java,₺ - Türk Lirası,2,85.000 - 89.999
Erkek,Bursa,Remote,51 - 100 Kişi,DevOps Engineer,Middle,1 - 3 Yıl,NodeJS;Angular;Kubernetes,₺ - Türk Lirası,1,55.000 - 55.999
Erkek,İstanbul,Hibrit (Ofis + Remote),101 - 249 Kişi,Back-end Developer,Senior,12 - 14 Yıl,.Net;Python;JavaScript | Html | Css,₺ - Türk Lirası,2,85.000 - 89.999
Erkek,* İngiltere,Ofis,250+,Full Stack Developer,Senior,12 - 14 Yıl,NodeJS;Kotlin;JavaScript | Html | Css;React;Svelte ,£ - Sterlin,1,200.000+
Erkek,Bursa,Remote,250+,Mobile Application Developer (iOS),Middle,3 - 5 Yıl,Swift,₺ - Türk Lirası,1,73.000 - 73.999
Erkek,İstanbul,Remote,250+,Full Stack Developer,Middle,3 - 5 Yıl,Java;JavaScript | Html | Css,₺ - Türk Lirası,1,70.000 - 70.999
Erkek,İstanbul,Hibrit (Ofis + Remote),250+,Back-end Developer,Middle,3 - 5 Yıl,.Net;Angular;Flutter,₺ - Türk Lirası,2,75.000 - 79.999
Erkek,İstanbul,Hibrit (Ofis + Remote),250+,Full Stack Developer,Senior,15 Yıl ve üzeri,.Net;Angular;,₺ - Türk Lirası,2,95.000 - 99.999
Erkek,İstanbul,Remote,250+,Software Development Manager / Engineering Manager,Senior,10 - 12 Yıl,.Net,₺ - Türk Lirası,2,135.000 - 139.999
Erkek,İstanbul,Remote,250+,Software Development Manager / Engineering Manager,Senior,12 - 14 Yıl,.Net;Kotlin;Swift,₺ - Türk Lirası,2,135.000 - 139.999
Erkek,Adana,Remote,250+,Back-end Developer,Junior,0 - 1 Yıl,Java,₺ - Türk Lirası,2,31.000 - 31.999
Erkek,İstanbul,Remote,1 - 5 Kişi,Back-end Developer,Middle,3 - 5 Yıl,Java,₺ - Türk Lirası,2,53.000 - 53.999
Erkek,İstanbul,Hibrit (Ofis + Remote),250+,Software Architect,Senior,12 - 14 Yıl,.Net;React,₺ - Türk Lirası,2,145.000 - 149.999
Erkek,Ankara,Ofis,51 - 100 Kişi,Project Manager,Senior,7 - 10 Yıl,Java;NodeJS;Python;Unity,₺ - Türk Lirası,1,85.000 - 89.999
Erkek,İstanbul,Hibrit (Ofis + Remote),250+,Full Stack Developer,Senior,5 - 7 Yıl,.Net;JavaScript | Html | Css,₺ - Türk Lirası,1,60.000 - 60.999
Erkek,İstanbul,Remote,101 - 249 Kişi,Back-end Developer,Middle,3 - 5 Yıl,.Net;JavaScript | Html | Css,₺ - Türk Lirası,2,45.000 - 45.999
Kadın,İstanbul,Hibrit (Ofis + Remote),250+,Front-end Developer,Middle,3 - 5 Yıl,Angular,₺ - Türk Lirası,2,53.000 - 53.999
Erkek,İstanbul,Ofis,11 - 20 Kişi,Back-end Developer,Middle,1 - 3 Yıl,.Net;Python;Swift;C / C++,₺ - Türk Lirası,2,25.000 - 25.999
Erkek,Ankara,Remote,250+,Back-end Developer,Middle,1 - 3 Yıl,Python,₺ - Türk Lirası,2,34.000 - 34.999
Erkek,İstanbul,Remote,51 - 100 Kişi,Back-end Developer,Senior,7 - 10 Yıl,.Net,₺ - Türk Lirası,2,150.000 - 154.999
Erkek,İstanbul,Hibrit (Ofis + Remote),101 - 249 Kişi,Mobile Application Developer (Full Stack),Senior,3 - 5 Yıl,Kotlin;Swift;React Native,₺ - Türk Lirası,2,90.000 - 94.999
Erkek,İzmir,Hibrit (Ofis + Remote),21 - 50 Kişi,Full Stack Developer,Junior,1 - 3 Yıl,.Net;React,$ - Dolar,1,1.000 - 1.999
Erkek,Aydın,Remote,250+,Mobile Application Developer (Android),Senior,10 - 12 Yıl,Kotlin,₺ - Türk Lirası,2,110.000 - 114.999
Erkek,Aydın,Remote,250+,Team / Tech Lead,Middle,3 - 5 Yıl,Python,₺ - Türk Lirası,2,53.000 - 53.999
Erkek,İstanbul,Hibrit (Ofis + Remote),51 - 100 Kişi,Back-end Developer,Senior,5 - 7 Yıl,.Net,₺ - Türk Lirası,2,100.000 - 104.999
Erkek,İstanbul,Ofis,21 - 50 Kişi,Full Stack Developer,Junior,0 - 1 Yıl,Python;JavaScript | Html | Css;React,₺ - Türk Lirası,2,22.000 - 22.999
Erkek,İstanbul,Remote,250+,Front-end Developer,Junior,3 - 5 Yıl,JavaScript | Html | Css;React;Vue;React Native,₺ - Türk Lirası,2,40.000 - 40.999
Erkek,İstanbul,Hibrit (Ofis + Remote),250+,Full Stack Developer,Senior,7 - 10 Yıl,.Net;JavaScript | Html | Css,₺ - Türk Lirası,2,95.000 - 99.999
Kadın,İstanbul,Hibrit (Ofis + Remote),250+,Project Manager,Senior,5 - 7 Yıl,Java;.Net,₺ - Türk Lirası,2,67.000 - 67.999
Kadın,İstanbul,Hibrit (Ofis + Remote),101 - 249 Kişi,Business analyst,Middle,3 - 5 Yıl,-,₺ - Türk Lirası,1,51.000 - 51.999
Erkek,İstanbul,Remote,21 - 50 Kişi,Full Stack Developer,Middle,3 - 5 Yıl,Php;Vue,₺ - Türk Lirası,2,30.000 - 30.999
